id,cohort,tray,row,col,genotype,generation,size1,size2,size3,observer,
1149,3,29,B,5,9408x9352 rep2,F8,3.05,3.84,3.08,AMM+TDM,
711,3,29,B,6,6220x9339 rep1,F8,2.62,2.75,2.87,AMM+TDM,
1263,3,29,C,1,9481x9399 rep2,F8,4.07,4.27,4.35,AMM+TDM,
288,3,29,C,2,6071x6145 rep2,F8,3.22,3.23,3.14,AMM+TDM,
504,3,29,C,3,6140x9388 rep2,F8,2.3,2.37,2.36,AMM+TDM,
363,3,29,C,4,6104x6034 rep1,F8,2.91,2.77,2.99,AMM+TDM,
1635,3,29,C,5,6210,parent,2.25,2.03,2.07,AMM+TDM,some local lesions that are not recognised as green
420,3,29,C,6,6122x6252 rep2,F8,2.23,2.26,2.15,AMM+TDM,
48,3,29,D,1,1158x6092 rep2,F8,2.66,2.27,2.23,AMM+TDM,
564,3,29,D,2,6166x7519 rep2,F8,0,0,0,AMM+TDM,
381,3,29,D,3,6107x6128 rep1,F8,3.42,3.12,3.47,AMM+TDM,
1641,3,29,D,4,6217,parent,1.1,0.96,0.99,AMM+TDM,some local lesions that are not recognised as green
615,3,29,D,5,6191x6965 rep1,F8,4.62,4.61,4.97,AMM+TDM,
726,3,29,D,6,6237x6090 rep1,F8,6.37,6.48,7.11,AMM+TDM,leaves over cardboard
1110,3,29,E,1,9395x9454 rep1,F8,4.08,4.09,3.74,AMM+TDM,
528,3,29,E,2,6149x9395 rep2,F8,4.11,3.56,3.57,AMM+TDM,
1356,3,29,E,3,6011,parent,3.3,2.94,3.03,AMM+TDM,
1107,3,29,E,4,9392x6073 rep2,F8,3.6,3.79,4.24,AMM+TDM,
84,3,29,E,5,1435x6240 rep2,F8,2.04,2.2,2.55,AMM+TDM,
1632,3,29,E,6,6209,parent,3.06,3.29,3.12,AMM+TDM,
1893,3,29,F,1,9433,parent,3.05,2.69,2.52,AMM+TDM,
1590,3,29,F,2,6177,parent,6.52,6.72,6.59,AMM+TDM,
684,3,29,F,3,6209x6151 rep2,F8,1.3,1.3,1.04,AMM+TDM,
1860,3,29,F,4,9402,parent,0,0,0,AMM+TDM,
96,3,29,F,5,1585x9427 rep2,F8,1.31,1.3,1.17,AMM+TDM,
1500,3,29,F,6,6115,parent,1.06,1.06,0.99,AMM+TDM,
1140,3,29,G,1,9407x6040 rep1,F8,2.54,2.69,2.26,AMM+TDM,
1905,3,29,G,2,9451,parent,2.2,1.93,1.89,AMM+TDM,
921,3,29,G,3,8283x9471 rep2,F8,3.22,3.14,2.75,AMM+TDM,
1695,3,29,G,4,6917,parent,0,0,0,AMM+TDM,
1614,3,29,G,5,6195,parent,4.01,3.59,3.42,AMM+TDM,
1482,3,29,G,6,6108,parent,4.62,4.34,4.37,AMM+TDM,
1857,3,29,H,1,9399,parent,3.12,2.87,2.46,AMM+TDM,
1836,3,29,H,2,9386,parent,1.86,1.71,1.75,AMM+TDM,
1839,3,29,H,3,9388,parent,1.64,1.46,1.47,AMM+TDM,
1872,3,29,H,4,9408,parent,2.78,2.51,2.85,AMM+TDM,
468,3,29,H,5,6133x6020 rep2,F8,4.15,3.74,3.87,AMM+TDM,
951,3,29,H,6,8376x6201 rep2,F8,0,0,0,AMM+TDM,
1239,3,30,A,1,9455x9371 rep2,F8,1.29,1.24,1.18,AMM+TDM,
849,3,30,A,2,8222x6243 rep2,F8,1.29,1.37,1.37,AMM+TDM,
1416,3,30,A,3,6064,parent,0,0,0,AMM+TDM,
1557,3,30,A,4,6149,parent,1.02,1.05,0.96,AMM+TDM,
1542,3,30,A,5,6138,parent,0.48,0.52,0.49,AMM+TDM,
1536,3,30,A,6,6136,parent,1.72,1.75,1.64,AMM+TDM,
549,3,30,B,1,6163x6111 rep1,F8,2.76,2.86,2.7,AMM+TDM,
687,3,30,B,2,6210x6134 rep1,F8,0.24,0.26,0.28,AMM+TDM,
552,3,30,B,3,6163x6111 rep2,F8,0.56,0.57,0.52,AMM+TDM,
576,3,30,B,4,6171x6074 rep2,F8,2.27,2.82,2.53,AMM+TDM,
33,3,30,B,5,1137x1074 rep1,F8,4.69,4.89,4.74,AMM+TDM,
1779,3,30,B,6,8426,parent,1.85,2.08,1.89,AMM+TDM,
585,3,30,C,1,6173x9383 rep1,F8,1.76,1.93,1.86,AMM+TDM,
360,3,30,C,2,6100x6069 rep2,F8,3.02,3.03,3.07,AMM+TDM,
957,3,30,C,3,8386x6241 rep2,F8,1.6,1.53,1.43,AMM+TDM,
156,3,30,C,4,6013x8241 rep1,F8,2.15,2.23,2.09,AMM+TDM,
768,3,30,C,5,6255x6136 rep1,F8,2.21,2.25,2.22,AMM+TDM,
1284,3,30,C,6,1002,parent,0,0,0,AMM+TDM,
1833,3,30,D,1,9383,parent,1.45,1.47,1.43,AMM+TDM,
39,3,30,D,2,1137x6237 rep1,F8,1.81,1.76,1.84,AMM+TDM,
66,3,30,D,3,1317x6276 rep2,F8,5.49,5.45,5.54,AMM+TDM,
747,3,30,D,4,6241x1552 rep2,F8,4.03,4.64,4.35,AMM+TDM,
1560,3,30,D,5,6150,parent,1.62,1.6,1.59,AMM+TDM,
990,3,30,D,6,9058x6112 rep1,F8,4,4.2,4.33,AMM+TDM,
1374,3,30,E,1,6021,parent,5.31,5.6,5.46,AMM+TDM,
1299,3,30,E,2,1137,parent,0.09,0.09,0.09,AMM+TDM,
1761,3,30,E,3,8369,parent,1.31,1.46,1.47,AMM+TDM,
960,3,30,E,4,8387x6238 rep1,F8,1.11,1.09,1.1,AMM+TDM,
1083,3,30,E,5,9388x9057 rep2,F8,3.26,3.42,3.43,AMM+TDM,
900,3,30,E,6,8256x8376 rep1,F8,4.69,4.54,4.87,AMM+TDM,
1797,3,30,F,1,9336,parent,3.52,3.15,3.25,AMM+TDM,
1548,3,30,F,2,6142,parent,1.42,1.75,1.68,AMM+TDM,
1503,3,30,F,3,6118,parent,1.48,1.52,1.51,AMM+TDM,
1917,3,30,F,4,9455,parent,3.8,3.78,4.21,AMM+TDM,
570,3,30,F,5,6169x8230 rep2,F8,0.92,0.94,1.04,AMM+TDM,
372,3,30,F,6,6105x5829 rep2,F8,5.48,5.76,6.02,AMM+TDM,
87,3,30,G,1,1552x1158 rep1,F8,2.6,2.34,2.36,AMM+TDM,
1794,3,30,G,2,9332,parent,2.53,2.46,2.7,AMM+TDM,
663,3,30,G,3,6201x9399 rep1,F8,3.69,3.98,4.4,AMM+TDM,
387,3,30,G,4,6108x6192 rep2,F8,4.85,4.57,4.95,AMM+TDM,
1626,3,30,G,5,6202,parent,2.3,2.33,2.57,AMM+TDM,
1488,3,30,G,6,6111,parent,3.86,3.84,4.02,AMM+TDM,
1764,3,30,H,1,8376,parent,2.74,2.61,2.62,AMM+TDM,
1401,3,30,H,2,6039,parent,3.07,3.09,2.88,AMM+TDM,
1344,3,30,H,3,5835,parent,0.06,0.06,0.08,AMM+TDM,
1566,3,30,H,4,6153,parent,3.15,2.95,3.25,AMM+TDM,
1623,3,30,H,5,6201,parent,3.23,3.3,3.35,AMM+TDM,
1515,3,30,H,6,6126,parent,1.2,1.19,1.21,AMM+TDM,
1014,3,31,A,1,9336x6220 rep1,F8,0.83,0.9,0.89,AMM+TDM,
1803,3,31,A,2,9343,parent,0,0,0,AMM+TDM,
207,3,31,A,3,6030x992 rep1,F8,2.49,2.9,2.95,AMM+TDM,
1341,3,31,A,4,5831,parent,0.69,0.79,0.8,AMM+TDM,
1095,3,31,A,5,9391x5867 rep2,F8,1.83,2.11,1.93,AMM+TDM,
561,3,31,A,6,6166x7519 rep1,F8,2.84,3.07,3.05,AMM+TDM,
702,3,31,B,1,6217x6126 rep2,F8,3.38,3.27,3.24,AMM+TDM,
609,3,31,B,2,6189x6220 rep1,F8,2.62,2.5,2.54,AMM+TDM,
1410,3,31,B,3,6043,parent,2.47,2.73,2.4,AMM+TDM,
1563,3,31,B,4,6151,parent,1.1,1.14,1.12,AMM+TDM,
1026,3,31,B,5,9352x8422 rep1,F8,3.51,3.29,3.4,AMM+TDM,
897,3,31,B,6,8247x6154 rep2,F8,0,0,0,AMM+TDM,
1506,3,31,C,1,6122,parent,1.5,1.68,1.64,AMM+TDM,
1281,3,31,C,2,997x8307 rep2,F8,3.02,3.23,3.21,AMM+TDM,
267,3,31,C,3,6064x9404 rep1,F8,4.68,5.19,4.94,AMM+TDM,
1260,3,31,C,4,9481x9399 rep1,F8,4.35,4.63,4.82,AMM+TDM,
60,3,31,C,5,1257x8334 rep2,F8,4.31,4.7,4.34,AMM+TDM,
1395,3,31,C,6,6036,parent,1.92,2.11,1.92,AMM+TDM,
411,3,31,D,1,6115x1585 rep2,F8,3.3,3.33,2.97,AMM+TDM,
198,3,31,D,2,6024x6124 rep2,F8,3.46,3.49,3.32,AMM+TDM,
426,3,31,D,3,6124x6184 rep2,F8,2.26,2.21,2.26,AMM+TDM,
1644,3,31,D,4,6218,parent,1.75,1.83,1.84,AMM+TDM,
1338,3,31,D,5,5830,parent,2.5,2.29,2.34,AMM+TDM,
1017,3,31,D,6,9336x6220 rep2,F8,5.08,5.17,5.31,AMM+TDM,
1176,3,31,E,1,9421x8256 rep1,F8,2.07,2.11,2.23,AMM+TDM,
1680,3,31,E,2,6258,parent,0.31,0.31,0.34,AMM+TDM,
345,3,31,E,3,6097x1318 rep2,F8,3.04,3.12,2.87,AMM+TDM,
723,3,31,E,4,6231x6039 rep2,F8,3.34,3.58,3.53,AMM+TDM,
654,3,31,E,5,6197x6127 rep2,F8,2.84,3.18,3.05,AMM+TDM,
42,3,31,E,6,1137x6237 rep2,F8,7.65,7.53,8.13,AMM+TDM,
1071,3,31,F,1,9382x6035 rep2,F8,4.33,4.69,4.66,AMM+TDM,
1089,3,31,F,2,9390x8283 rep2,F8,2.58,2.59,2.67,AMM+TDM,
1914,3,31,F,3,9454,parent,0,0,0,AMM+TDM,
1869,3,31,F,4,9407,parent,1.84,1.84,1.96,AMM+TDM,
1404,3,31,F,5,6040,parent,1.41,1.3,1.35,AMM+TDM,
1740,3,31,F,6,8256,parent,0,0,0,AMM+TDM,
843,3,31,G,1,7519x6111 rep2,F8,6.33,6.55,7.96,AMM+TDM,
444,3,31,G,2,6127x6918 rep2,F8,2.61,2.62,2.75,AMM+TDM,
1233,3,31,G,3,9454x1363 rep2,F8,0,0,0,AMM+TDM,
783,3,31,G,4,6276x9363 rep2,F8,0,0,0,AMM+TDM,
543,3,31,G,5,6154x6221 rep1,F8,0.83,0.88,0.93,AMM+TDM,
507,3,31,G,6,6142x7517 rep1,F8,4.29,4.61,4.63,AMM+TDM,
102,3,31,H,1,175x6913 rep2,F8,3.64,3.54,4.04,AMM+TDM,
1464,3,31,H,2,6100,parent,0,0,0,AMM+TDM,
1182,3,31,H,3,9427x8387 rep1,F8,3.87,3.47,3.67,AMM+TDM,
1023,3,31,H,4,9343x8259 rep2,F8,2.89,2.77,2.89,AMM+TDM,
1248,3,31,H,5,9471x9450 rep1,F8,2.3,2.17,2.33,AMM+TDM,
408,3,31,H,6,6115x1585 rep1,F8,2.86,2.57,2.97,AMM+TDM,
1473,3,32,A,1,6105,parent,0.37,0.36,0.41,AMM+TDM,
756,3,32,A,2,6244x6173 rep1,F8,2.65,2.71,2.95,AMM+TDM,
1167,3,32,A,3,9413x8423 rep2,F8,1.75,1.8,1.76,AMM+TDM,
1920,3,32,A,4,9470,parent,0,0,0,AMM+TDM,
126,3,32,A,5,5835x9058 rep2,F8,1.4,1.55,1.76,AMM+TDM,
1371,3,32,A,6,6020,parent,0.33,0.32,0.39,AMM+TDM,
213,3,32,B,1,6034x6231 rep1,F8,3.5,3.3,3.13,AMM+TDM,
1275,3,32,B,2,992x9332 rep2,F8,4.35,3.94,4.36,AMM+TDM,
855,3,32,B,3,8227x6216 rep2,F8,0,0,0,AMM+TDM,
1413,3,32,B,4,6046,parent,0.36,0.39,0.43,AMM+TDM,
1785,3,32,B,5,9058,parent,0,0,0,AMM+TDM,
1212,3,32,B,6,9451x9437 rep1,F8,2.23,2.65,2.85,AMM+TDM,
1278,3,32,C,1,997x8307 rep1,F8,3.42,3.9,3.84,AMM+TDM,
1842,3,32,C,2,9390,parent,2.95,3.26,3.45,AMM+TDM,
657,3,32,C,3,6198x6118 rep1,F8,1.4,1.47,1.7,AMM+TDM,
1752,3,32,C,4,8307,parent,2.2,2.35,2.51,AMM+TDM,
1434,3,32,C,5,6076,parent,1.63,1.73,1.95,AMM+TDM,
573,3,32,C,6,6171x6074 rep1,F8,1.09,1.18,1.27,AMM+TDM,
600,3,32,D,1,6180x1317 rep2,F8,2.9,3.1,3.21,AMM+TDM,
1203,3,32,D,2,9437x6197 rep2,F8,5.9,5.7,5.53,AMM+TDM,
795,3,32,D,3,6413x8351 rep2,F8,3.61,3.38,3.52,AMM+TDM,
909,3,32,D,4,8258x6115 rep2,F8,2.48,2.56,2.5,AMM+TDM,
534,3,32,D,5,6150x6218 rep2,F8,1.77,1.99,2.04,AMM+TDM,
1242,3,32,D,6,9470x6107 rep1,F8,2.82,2.78,2.55,AMM+TDM,
789,3,32,E,1,6284x5830 rep2,F8,4.19,4.55,4.43,AMM+TDM,
1251,3,32,E,2,9471x9450 rep2,F8,2.42,2.75,2.74,AMM+TDM,
90,3,32,E,3,1552x1158 rep2,F8,0,0,0,AMM+TDM,
1458,3,32,E,4,6098,parent,1.56,1.6,1.52,AMM+TDM,
624,3,32,E,5,6192x1062 rep2,F8,2.92,3.29,3.24,AMM+TDM,
159,3,32,E,6,6013x8241 rep2,F8,1.8,1.99,2.11,AMM+TDM,
69,3,32,F,1,1318x6035 rep1,F8,4.84,5.36,5.09,AMM+TDM,
1431,3,32,F,2,6074,parent,0,0,0,AMM+TDM,
279,3,32,F,3,6070x6019 rep1,F8,2.59,2.79,2.77,AMM+TDM,
978,3,32,F,4,8426x6193 rep1,F8,3.3,3.43,3.37,AMM+TDM,
669,3,32,F,5,6202x9402 rep1,F8,2.91,3.29,2.98,AMM+TDM,
1524,3,32,F,6,6131,parent,1.06,1.03,1.11,AMM+TDM,
513,3,32,G,1,6145x8247 rep1,F8,3.66,3.66,3.32,AMM+TDM,
1437,3,32,G,2,6085,parent,0.62,0.63,0.6,AMM+TDM,
948,3,32,G,3,8376x6201 rep1,F8,0,0,0,AMM+TDM,
1746,3,32,G,4,8259,parent,0.85,0.82,0.82,AMM+TDM,
1800,3,32,G,5,9339,parent,2.44,2.53,2.82,AMM+TDM,
1269,3,32,G,6,991x6210 rep2,F8,3.14,3.61,3.63,AMM+TDM,
861,3,32,H,1,8230x6195 rep2,F8,3.82,4.3,3.93,AMM+TDM,
1044,3,32,H,2,9363x6070 rep1,F8,1.87,1.86,1.65,AMM+TDM,
1053,3,32,H,3,9371x6021 rep2,F8,3.1,3.5,2.97,AMM+TDM,
480,3,32,H,4,6134x6013 rep2,F8,1.98,2.08,2.06,AMM+TDM,
1386,3,32,H,5,6030,parent,0,0,0,AMM+TDM,
888,3,32,H,6,8242x6171 rep1,F8,2.43,2.82,2.98,AMM+TDM,
1716,3,33,A,1,8227,parent,0.5,0.55,0.54,AMM+TDM,
1656,3,33,A,2,6237,parent,0,0,0,AMM+TDM,
1377,3,33,A,3,6023,parent,0.67,0.7,0.6,AMM+TDM,
1788,3,33,A,4,9321,parent,0.05,0.05,0.05,AMM+TDM,
300,3,33,A,5,6076x1254 rep1,F8,1.76,1.96,1.96,AMM+TDM,
492,3,33,A,6,6137x5867 rep2,F8,0.4,0.45,0.42,AMM+TDM,
825,3,33,B,1,6974x6102 rep2,F8,0.06,0.06,0.06,AMM+TDM,
423,3,33,B,2,6124x6184 rep1,F8,0.16,0.18,0.19,AMM+TDM,
1314,3,33,B,3,1318,parent,0,0,0,AMM+TDM,
717,3,33,B,4,6221x9455 rep1,F8,0.45,0.46,0.62,AMM+TDM,
1359,3,33,B,5,6012,parent,1.36,1.33,1.49,AMM+TDM,
1332,3,33,B,6,175,parent,0.04,0.04,0.04,AMM+TDM,
162,3,33,C,1,6017x9392 rep1,F8,0,0,0,AMM+TDM,
972,3,33,C,2,8423x8240 rep1,F8,1.22,1.49,1.49,AMM+TDM,
612,3,33,C,3,6189x6220 rep2,F8,1.25,1.33,1.34,AMM+TDM,
750,3,33,C,4,6243x6180 rep1,F8,1.44,1.55,1.52,AMM+TDM,
192,3,33,C,5,6024x1367 rep2,F8,1.32,1.44,1.43,AMM+TDM,
3,3,33,C,6,1002x6038 rep1,F8,2.21,2.33,2.3,AMM+TDM,
18,3,33,D,1,1061x6131 rep2,F8,1.07,1.23,1.15,AMM+TDM,
1743,3,33,D,2,9369x9434_rep2,parent,1.88,2.11,2.11,AMM+TDM,
885,3,33,D,3,8241x1137 rep2,F8,2.08,2.3,2.36,AMM+TDM,
1719,3,33,D,4,8230,parent,1.5,1.63,1.5,AMM+TDM,
1392,3,33,D,5,6035,parent,1.13,1.22,1.13,AMM+TDM,
498,3,33,D,6,6138x6122 rep2,F8,2.01,2.11,2.13,AMM+TDM,
741,3,33,E,1,6240x5831 rep2,F8,1.6,1.67,2.01,AMM+TDM,
1353,3,33,E,2,5867,parent,0.58,0.59,0.54,AMM+TDM,
1698,3,33,E,3,6918,parent,0.73,0.73,0.73,AMM+TDM,
1830,3,33,E,4,9382,parent,1.25,1.17,1.21,AMM+TDM,
537,3,33,E,5,6151x9408 rep1,F8,1.52,1.46,1.43,AMM+TDM,
954,3,33,E,6,8386x6241 rep1,F8,2.45,2.5,2.6,AMM+TDM,
1587,3,33,F,1,6173,parent,0.2,0.2,0.23,AMM+TDM,
792,3,33,F,2,6413x8351 rep1,F8,1.04,0.89,0.94,AMM+TDM,
366,3,33,F,3,6104x6034 rep2,F8,1.22,1.24,1.18,AMM+TDM,
123,3,33,F,4,5835x9058 rep1,F8,1.82,1.66,1.8,AMM+TDM,
1179,3,33,F,5,9421x8256 rep2,F8,2.95,2.98,3.11,AMM+TDM,
1425,3,33,F,6,6071,parent,1.88,1.92,2.24,AMM+TDM,
945,3,33,G,1,8369x6132 rep2,F8,1.05,1.13,1.17,AMM+TDM,
303,3,33,G,2,6076x1254 rep2,F8,2.18,2.23,2.1,AMM+TDM,
237,3,33,G,3,6039x5835 rep1,F8,2.1,2.14,2.38,AMM+TDM,
1773,3,33,G,4,8422,parent,0.48,0.45,0.46,AMM+TDM,
6,3,33,G,5,1002x6038 rep2,F8,4.69,4.53,4.55,AMM+TDM,
384,3,33,G,6,6107x6128 rep2,F8,2.18,2.04,2.26,AMM+TDM,
1383,3,33,H,1,6025,parent,0,0,0,AMM+TDM,
354,3,33,H,2,6099x9394 rep2,F8,0.85,0.82,0.68,AMM+TDM,
987,3,33,H,3,9057x9382 rep2,F8,1.76,1.85,1.92,AMM+TDM,
318,3,33,H,4,6088x9386 rep1,F8,0.04,0.04,0.04,AMM+TDM,
819,3,33,H,5,6965x9412 rep2,F8,0.34,0.29,0.66,AMM+TDM,
1062,3,33,H,6,9381x6198 rep1,F8,3.24,2.93,3.18,AMM+TDM,
681,3,34,A,1,6209x6151 rep1,F8,0,0,0,AMM+TDM,
540,3,34,A,2,6151x9408 rep2,F8,1.05,1.04,1.14,AMM+TDM,
1380,3,34,A,3,6024,parent,0.83,0.8,0.82,AMM+TDM,
840,3,34,A,4,7519x6111 rep1,F8,2.7,2.36,2.6,AMM+TDM,
1899,3,34,A,5,9437,parent,0.24,0.28,0.27,AMM+TDM,
936,3,34,A,6,8351x6150 rep1,F8,1.5,1.48,1.34,AMM+TDM,
339,3,34,B,1,6094x9369 rep2,F8,3.57,3.47,3.48,AMM+TDM,
1419,3,34,B,2,6069,parent,0,0,0,AMM+TDM,
1875,3,34,B,3,9409,parent,1.12,1.14,1.16,AMM+TDM,
153,3,34,B,4,6012x997 rep2,F8,2.06,2.06,2.08,AMM+TDM,
765,3,34,B,5,6252x6202 rep2,F8,1.45,1.7,1.63,AMM+TDM,
930,3,34,B,6,8334x8231 rep1,F8,2.59,2.5,2.54,AMM+TDM,
870,3,34,C,1,8237x6194 rep1,F8,2.69,2.76,2.74,AMM+TDM,
27,3,34,C,2,1063x1435 rep1,F8,2.9,3.35,3.65,AMM+TDM,
462,3,34,C,3,6132x6255 rep2,F8,0.37,0.38,0.38,AMM+TDM,
1758,3,34,C,4,8351,parent,1.91,1.76,1.79,AMM+TDM,
1902,3,34,C,5,9450,parent,1.29,1.26,1.26,AMM+TDM,
150,3,34,C,6,6012x997 rep1,F8,3.2,3.09,3.12,AMM+TDM,
111,3,34,D,1,5830x6085 rep1,F8,2.67,2.67,2.59,AMM+TDM,
1710,3,34,D,2,7519,parent,0.8,0.78,0.79,AMM+TDM,
1662,3,34,D,3,6240,parent,0.89,1.01,0.98,AMM+TDM,
1881,3,34,D,4,9413,parent,1.39,1.35,1.42,AMM+TDM,
1911,3,34,D,5,9453,parent,3.67,3.58,3.52,AMM+TDM,
30,3,34,D,6,1063x1435 rep2,F8,4.34,4.43,4.62,AMM+TDM,
438,3,34,E,1,6126x6172 rep2,F8,4.24,4.04,3.77,AMM+TDM,
1143,3,34,E,2,9407x6040 rep2,F8,3.43,3.48,3.23,AMM+TDM,
1296,3,34,E,3,1074,parent,0,0,0,AMM+TDM,
642,3,34,E,4,6194x1061 rep2,F8,2.14,2.12,2.09,AMM+TDM,
231,3,34,E,5,6036x6203 rep1,F8,2.56,2.51,2.5,AMM+TDM,
813,3,34,E,6,6918x9323 rep2,F8,0.92,1.02,0.93,AMM+TDM,ugly plant looking sick
1227,3,34,F,1,9453x6106 rep2,F8,1.82,1.86,1.75,AMM+TDM,
1923,3,34,F,2,9471,parent,1.35,1.42,1.32,AMM+TDM,
1311,3,34,F,3,1317,parent,2.04,2.08,1.9,AMM+TDM,
1158,3,34,F,4,9412x6024 rep1,F8,2.33,2.35,2.24,AMM+TDM,
1725,3,34,F,5,8237,parent,1.76,1.81,1.8,AMM+TDM,
1827,3,34,F,6,9381,parent,3.51,3.45,3.4,AMM+TDM,
1446,3,34,G,1,6090,parent,3.79,3.65,3.57,AMM+TDM,
63,3,34,G,2,1317x6276 rep1,F8,3.74,3.84,3.85,AMM+TDM,
1479,3,34,G,3,6107,parent,1.09,1.15,1.05,AMM+TDM,
876,3,34,G,4,8240x6036 rep1,F8,2.09,2.13,2.04,AMM+TDM,
603,3,34,G,5,6184x6025 rep1,F8,1.12,1.13,1.04,AMM+TDM,
1221,3,34,G,6,9452x6114 rep2,F8,6.66,7.18,6.5,AMM+TDM,
1815,3,34,H,1,9363,parent,0,0,0,AMM+TDM,
1611,3,34,H,2,6194,parent,1.44,1.45,1.42,AMM+TDM,
174,3,34,H,3,6020x6030 rep1,F8,3.99,4.16,4.07,AMM+TDM,
993,3,34,H,4,9058x6112 rep2,F8,4.33,4.56,3.94,AMM+TDM,
1821,3,34,H,5,9371,parent,0.07,0.07,0.07,AMM+TDM,
933,3,34,H,6,8334x8231 rep2,F8,4.16,4.52,4.11,AMM+TDM,
1122,3,35,A,1,9402x6169 rep1,F8,0,0,0,RM+NS,
1041,3,35,A,2,9356x6094 rep2,F8,1.74,1.55,1.55,RM+NS,
1407,3,35,A,3,6041,parent,0,0,0,RM+NS,
1224,3,35,A,4,9453x6106 rep1,F8,2.82,2.93,2.81,RM+NS,
1320,3,35,A,5,1367,parent,0,0,0,RM+NS,
1050,3,35,A,6,9371x6021 rep1,F8,2.16,2.15,2.14,RM+NS,
171,3,35,B,1,6019x6012 rep2,F8,1.81,1.77,1.75,RM+NS,"leaves rolled up, adjusted"
81,3,35,B,2,1435x6240 rep1,F8,1.19,1.07,1.1,RM+NS,"leaves rolled up, adjusted"
129,3,35,B,3,5856x9452 rep1,F8,3.64,3.68,3.69,RM+NS,
1365,3,35,B,4,6017,parent,0.52,0.56,0.54,RM+NS,
1215,3,35,B,5,9451x9437 rep2,F8,2.23,2.15,2.2,RM+NS,
54,3,35,B,6,1254x6076 rep2,F8,3.17,3.25,3.14,RM+NS,
195,3,35,C,1,6024x6124 rep1,F8,1.93,1.92,1.97,RM+NS,
414,3,35,C,2,6118x8227 rep1,F8,0.99,1.12,1.18,RM+NS,
1509,3,35,C,3,6124,parent,0,0,0,RM+NS,
1809,3,35,C,4,9353,parent,3.32,3.35,3.44,RM+NS,
1104,3,35,C,5,9392x6073 rep1,F8,2.14,2.04,1.99,RM+NS,
183,3,35,C,6,6021x9407 rep2,F8,4.79,4.82,4.73,RM+NS,
1575,3,35,D,1,6166,parent,1.37,1.46,1.66,RM+NS,"leaves adjusted, out of blue net"
24,3,35,D,2,1062x6108 rep2,F8,3.62,3.52,3.68,RM+NS,
390,3,35,D,3,6109x9343 rep1,F8,4.21,4.22,4.22,RM+NS,
402,3,35,D,4,6114x9381 rep1,F8,2.75,2.75,2.69,RM+NS,
1683,3,35,D,5,6276,parent,0,0,0,RM+NS,
999,3,35,D,6,9321x6189 rep2,F8,2.22,2.33,2.12,RM+NS,
321,3,35,E,1,6088x9386 rep2,F8,0,0,0,RM+NS,
1032,3,35,E,2,9353x6109 rep1,F8,5,5.09,5.21,RM+NS,
525,3,35,E,3,6149x9395 rep1,F8,2.64,2.68,2.66,RM+NS,
1305,3,35,E,4,1254,parent,3.62,3.72,3.44,RM+NS,
120,3,35,E,5,5831x8237 rep2,F8,4.6,4.88,4.48,RM+NS,
1170,3,35,E,6,9416x6086 rep1,F8,2.83,3.02,2.91,RM+NS,
1209,3,35,F,1,9450x9356 rep2,F8,2.54,2.41,2.38,RM+NS,
324,3,35,F,2,6090x9416 rep1,F8,4.82,5.11,5.04,RM+NS,
1551,3,35,F,3,6145,parent,1.97,1.99,1.87,RM+NS,
942,3,35,F,4,8369x6132 rep1,F8,2.6,2.72,2.64,RM+NS,leaves adjusted
1098,3,35,F,5,9391x9353 rep1,F8,4.26,4.2,4.21,RM+NS,
1266,3,35,F,6,991x6210 rep1,F8,2.68,2.91,2.81,RM+NS,
1080,3,35,G,1,9388x9057 rep1,F8,1.87,2.01,1.87,RM+NS,
306,3,35,G,2,6085x9409 rep1,F8,2.4,2.46,2.63,RM+NS,
1896,3,35,G,3,9434,parent,2.15,2.11,2.14,RM+NS,
351,3,35,G,4,6098x9451 rep2,F8,3.15,3.13,3.19,RM+NS,
450,3,35,G,5,6128x9413 rep2,F8,3.36,3.29,3.42,RM+NS,
9,3,35,G,6,1002x6244 rep1,F8,2.89,3.27,2.99,RM+NS,
1293,3,35,H,1,1063,parent,2.55,2.57,2.48,RM+NS,
453,3,35,H,2,6131x6113 rep1,F8,0,0,0,RM+NS,
147,3,35,H,3,6011x6017 rep2,F8,2.92,3.12,3.13,RM+NS,
1476,3,35,H,4,6106,parent,2.37,2.42,2.36,RM+NS,
621,3,35,H,5,6192x1062 rep1,F8,3.29,3.09,3.35,RM+NS,
828,3,35,H,6,6974x6198 rep1,F8,1.93,1.82,1.94,RM+NS,
1671,3,36,A,1,6244,parent,1.3,1.34,1.37,RM+NS,
714,3,36,A,2,6220x9339 rep2,F8,1.4,1.46,1.5,RM+NS,
927,3,36,A,3,8307x9481 rep2,F8,1.95,1.91,1.9,RM+NS,
252,3,36,A,4,6041x6153 rep2,F8,2.4,2.37,2.54,RM+NS,
774,3,36,A,5,6258x1257 rep1,F8,0,0,0,RM+NS,
15,3,36,A,6,1061x6131 rep1,F8,1.14,1.08,1.17,RM+NS,
807,3,36,B,1,6917x6011 rep2,F8,0.87,0.93,0.95,RM+NS,
879,3,36,B,2,8240x6036 rep2,F8,1.03,0.97,1.01,RM+NS,
777,3,36,B,3,6258x1257 rep2,F8,1.77,1.95,1.97,RM+NS,
219,3,36,B,4,6035x9433 rep1,F8,1.47,1.49,1.53,RM+NS,
636,3,36,B,5,6193x9394 rep2,F8,1.92,2,2.21,RM+NS,
1035,3,36,B,6,9353x6109 rep2,F8,2.56,2.51,2.56,RM+NS,
